"","variable","gene","value","Scan Name","Target","Sample_ID","Group"
"690","DSP1001660035014AF04.dcc","SOX17",5.55081520776052,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","GB"
"697","DSP1001660035014AF06.dcc","DCDC2",7.39258272780999,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"698","DSP1001660035014AF06.dcc","PKHD1",8.82873104408263,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"699","DSP1001660035014AF06.dcc","HES4",6.04676615334697,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"700","DSP1001660035014AF06.dcc","BICC1",7.64300196100985,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"701","DSP1001660035014AF06.dcc","JAG1",6.7905062969847,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"702","DSP1001660035014AF06.dcc","SOX4",7.39258272780999,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"703","DSP1001660035014AF06.dcc","TACSTD2",7.59627527519111,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"704","DSP1001660035014AF06.dcc","HES1",7.02025813249835,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","IHD"
"705","DSP1001660035014AF06.dcc","TFF2",6.30101855872239,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","CBD"
"706","DSP1001660035014AF06.dcc","TFF3",6.17948612326083,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","CBD"
"707","DSP1001660035014AF06.dcc","TFF1",6.30101855872239,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","CBD"
"708","DSP1001660035014AF06.dcc","AQP5",5.90058816791819,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","CBD"
"709","DSP1001660035014AF06.dcc","FGF19",5.55453281490373,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","GB"
"710","DSP1001660035014AF06.dcc","SLC15A1",6.7905062969847,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","GB"
"711","DSP1001660035014AF06.dcc","MUC13",7.02025813249835,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","GB"
"712","DSP1001660035014AF06.dcc","SLC13A1",5.73791163179539,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","GB"
"713","DSP1001660035014AF06.dcc","SOX17",5.34440354826212,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F06","GB"
